
0.015873 0.015873 0.000487
0.031746 0.015873 0.001222
0.047619 0.015873 0.002446
0.063492 0.015873 0.004157
0.079365 0.015873 0.006355
0.095238 0.015873 0.009040
0.111111 0.015873 0.012212
0.126984 0.015873 0.015871
0.142857 0.015873 0.020019
0.158730 0.015873 0.024655
0.174603 0.015873 0.029779
0.190476 0.015873 0.035392
0.206349 0.015873 0.041493
0.222222 0.015873 0.048082
0.238095 0.015873 0.055160
0.253968 0.015873 0.062725
0.269841 0.015873 0.070778
0.285714 0.015873 0.079320
0.301587 0.015873 0.088349
0.317460 0.015873 0.097866
0.333333 0.015873 0.107870
0.349206 0.015873 0.118363
0.365079 0.015873 0.129344
0.380952 0.015873 0.140812
0.396825 0.015873 0.152769
0.412698 0.015873 0.165214
0.428571 0.015873 0.178146
0.444444 0.015873 0.191567
0.460317 0.015873 0.205475
0.476190 0.015873 0.219872
0.492063 0.015873 0.234756
0.507937 0.015873 0.250129
0.523810 0.015873 0.265990
0.539683 0.015873 0.282339
0.555556 0.015873 0.299176
0.571429 0.015873 0.316501
0.587302 0.015873 0.334315
0.603175 0.015873 0.352617
0.619048 0.015873 0.371407
0.634921 0.015873 0.390686
0.650794 0.015873 0.410453
0.666667 0.015873 0.430708
0.682540 0.015873 0.451449
0.698413 0.015873 0.472677
0.714286 0.015873 0.494389
0.730159 0.015873 0.516583
0.746032 0.015873 0.539262
0.761905 0.015873 0.562430
0.777778 0.015873 0.586094
0.793651 0.015873 0.610265
0.809524 0.015873 0.634951
0.825397 0.015873 0.660149
0.841270 0.015873 0.685841
0.857143 0.015873 0.711996
0.873016 0.015873 0.738572
0.888889 0.015873 0.765544
0.904762 0.015873 0.792933
0.920635 0.015873 0.820797
0.936508 0.015873 0.849235
0.952381 0.015873 0.878316
0.968254 0.015873 0.908060
0.984127 0.015873 0.938412
1.000000 0.015873 0.969160

0.015873 0.031746 0.001222
0.031746 0.031746 0.001962
0.047619 0.031746 0.003190
0.063492 0.031746 0.004904
0.079365 0.031746 0.007103
0.095238 0.031746 0.009787
0.111111 0.031746 0.012957
0.126984 0.031746 0.016613
0.142857 0.031746 0.020757
0.158730 0.031746 0.025389
0.174603 0.031746 0.030510
0.190476 0.031746 0.036119
0.206349 0.031746 0.042216
0.222222 0.031746 0.048802
0.238095 0.031746 0.055875
0.253968 0.031746 0.063437
0.269841 0.031746 0.071486
0.285714 0.031746 0.080022
0.301587 0.031746 0.089046
0.317460 0.031746 0.098558
0.333333 0.031746 0.108557
0.349206 0.031746 0.119043
0.365079 0.031746 0.130017
0.380952 0.031746 0.141479
0.396825 0.031746 0.153428
0.412698 0.031746 0.165864
0.428571 0.031746 0.178788
0.444444 0.031746 0.192200
0.460317 0.031746 0.206100
0.476190 0.031746 0.220487
0.492063 0.031746 0.235362
0.507937 0.031746 0.250724
0.523810 0.031746 0.266575
0.539683 0.031746 0.282913
0.555556 0.031746 0.299739
0.571429 0.031746 0.317054
0.587302 0.031746 0.334856
0.603175 0.031746 0.353147
0.619048 0.031746 0.371925
0.634921 0.031746 0.391193
0.650794 0.031746 0.410948
0.666667 0.031746 0.431190
0.682540 0.031746 0.451917
0.698413 0.031746 0.473128
0.714286 0.031746 0.494820
0.730159 0.031746 0.516992
0.746032 0.031746 0.539646
0.761905 0.031746 0.562790
0.777778 0.031746 0.586440
0.793651 0.031746 0.610613
0.809524 0.031746 0.635321
0.825397 0.031746 0.660558
0.841270 0.031746 0.686286
0.857143 0.031746 0.712441
0.873016 0.031746 0.738950
0.888889 0.031746 0.765773
0.904762 0.031746 0.792958
0.920635 0.031746 0.820625
0.936508 0.031746 0.848960
0.952381 0.031746 0.878090
0.968254 0.031746 0.908043
0.984127 0.031746 0.938708
1.000000 0.031746 0.969723

0.015873 0.047619 0.002446
0.031746 0.047619 0.003190
0.047619 0.047619 0.004422
0.063492 0.047619 0.006138
0.079365 0.047619 0.008338
0.095238 0.047619 0.011022
0.111111 0.047619 0.014191
0.126984 0.047619 0.017845
0.142857 0.047619 0.021987
0.158730 0.047619 0.026616
0.174603 0.047619 0.031734
0.190476 0.047619 0.037340
0.206349 0.047619 0.043435
0.222222 0.047619 0.050019
0.238095 0.047619 0.057090
0.253968 0.047619 0.064650
0.269841 0.047619 0.072697
0.285714 0.047619 0.081231
0.301587 0.047619 0.090253
0.317460 0.047619 0.099761
0.333333 0.047619 0.109757
0.349206 0.047619 0.120241
0.365079 0.047619 0.131211
0.380952 0.047619 0.142669
0.396825 0.047619 0.154614
0.412698 0.047619 0.167046
0.428571 0.047619 0.179966
0.444444 0.047619 0.193373
0.460317 0.047619 0.207268
0.476190 0.047619 0.221650
0.492063 0.047619 0.236520
0.507937 0.047619 0.251877
0.523810 0.047619 0.267722
0.539683 0.047619 0.284054
0.555556 0.047619 0.300875
0.571429 0.047619 0.318183
0.587302 0.047619 0.335979
0.603175 0.047619 0.354263
0.619048 0.047619 0.373036
0.634921 0.047619 0.392297
0.650794 0.047619 0.412045
0.666667 0.047619 0.432280
0.682540 0.047619 0.452999
0.698413 0.047619 0.474199
0.714286 0.047619 0.495878
0.730159 0.047619 0.518034
0.746032 0.047619 0.540670
0.761905 0.047619 0.563798
0.777778 0.047619 0.587439
0.793651 0.047619 0.611618
0.809524 0.047619 0.636350
0.825397 0.047619 0.661624
0.841270 0.047619 0.687386
0.857143 0.047619 0.713550
0.873016 0.047619 0.740012
0.888889 0.047619 0.766722
0.904762 0.047619 0.793748
0.920635 0.047619 0.821254
0.936508 0.047619 0.849494
0.952381 0.047619 0.878635
0.968254 0.047619 0.908718
0.984127 0.047619 0.939591
1.000000 0.047619 0.970797

0.015873 0.063492 0.004157
0.031746 0.063492 0.004904
0.047619 0.063492 0.006138
0.063492 0.063492 0.007856
0.079365 0.063492 0.010058
0.095238 0.063492 0.012743
0.111111 0.063492 0.015912
0.126984 0.063492 0.019566
0.142857 0.063492 0.023707
0.158730 0.063492 0.028335
0.174603 0.063492 0.033452
0.190476 0.063492 0.039058
0.206349 0.063492 0.045152
0.222222 0.063492 0.051736
0.238095 0.063492 0.058808
0.253968 0.063492 0.066368
0.269841 0.063492 0.074416
0.285714 0.063492 0.082952
0.301587 0.063492 0.091975
0.317460 0.063492 0.101485
0.333333 0.063492 0.111482
0.349206 0.063492 0.121966
0.365079 0.063492 0.132938
0.380952 0.063492 0.144397
0.396825 0.063492 0.156343
0.412698 0.063492 0.168777
0.428571 0.063492 0.181698
0.444444 0.063492 0.195106
0.460317 0.063492 0.209002
0.476190 0.063492 0.223385
0.492063 0.063492 0.238256
0.507937 0.063492 0.253614
0.523810 0.063492 0.269460
0.539683 0.063492 0.285794
0.555556 0.063492 0.302616
0.571429 0.063492 0.319925
0.587302 0.063492 0.337723
0.603175 0.063492 0.356009
0.619048 0.063492 0.374783
0.634921 0.063492 0.394045
0.650794 0.063492 0.413795
0.666667 0.063492 0.434031
0.682540 0.063492 0.454750
0.698413 0.063492 0.475949
0.714286 0.063492 0.497624
0.730159 0.063492 0.519772
0.746032 0.063492 0.542399
0.761905 0.063492 0.565520
0.777778 0.063492 0.589160
0.793651 0.063492 0.613351
0.809524 0.063492 0.638111
0.825397 0.063492 0.663428
0.841270 0.063492 0.689238
0.857143 0.063492 0.715434
0.873016 0.063492 0.741891
0.888889 0.063492 0.768544
0.904762 0.063492 0.795467
0.920635 0.063492 0.822853
0.936508 0.063492 0.850995
0.952381 0.063492 0.880093
0.968254 0.063492 0.910202
0.984127 0.063492 0.941147
1.000000 0.063492 0.972430

0.015873 0.079365 0.006355
0.031746 0.079365 0.007103
0.047619 0.079365 0.008338
0.063492 0.079365 0.010058
0.079365 0.079365 0.012261
0.095238 0.079365 0.014947
0.111111 0.079365 0.018118
0.126984 0.079365 0.021773
0.142857 0.079365 0.025914
0.158730 0.079365 0.030543
0.174603 0.079365 0.035661
0.190476 0.079365 0.041268
0.206349 0.079365 0.047364
0.222222 0.079365 0.053950
0.238095 0.079365 0.061024
0.253968 0.079365 0.068588
0.269841 0.079365 0.076639
0.285714 0.079365 0.085179
0.301587 0.079365 0.094206
0.317460 0.079365 0.103720
0.333333 0.079365 0.113722
0.349206 0.079365 0.124211
0.365079 0.079365 0.135187
0.380952 0.079365 0.146651
0.396825 0.079365 0.158602
0.412698 0.079365 0.171041
0.428571 0.079365 0.183967
0.444444 0.079365 0.197381
0.460317 0.079365 0.211283
0.476190 0.079365 0.225672
0.492063 0.079365 0.240549
0.507937 0.079365 0.255914
0.523810 0.079365 0.271767
